DataHora,Modelo_IA,IP_Origem,Classe_Detetada,Acao_Tomada,Tempo_Resposta_ms
2026-05-13 17:07:55.487,LightGBM,10.0.0.1,Mirai-Botnet,Bloqueado,2.3453
2026-05-13 17:07:56.490,LightGBM,10.0.0.1,Spoofing,Bloqueado,1.6997
2026-05-13 17:07:57.496,LightGBM,10.0.0.1,Mirai-Botnet,Bloqueado,3.945
2026-05-13 17:07:58.497,LightGBM,10.0.0.1,DoS-UDP/ICMP,Bloqueado,1.4763
2026-05-13 17:07:59.496,LightGBM,10.0.0.1,Mirai-Botnet,Bloqueado,1.6842
2026-05-13 17:08:00.495,LightGBM,10.0.0.1,Normal,Permitido,1.8772
2026-05-13 17:08:01.501,LightGBM,10.0.0.1,DoS-UDP/ICMP,Bloqueado,1.5024
2026-05-13 17:08:02.497,LightGBM,10.0.0.1,Normal,Permitido,1.6759
2026-05-13 17:08:03.500,LightGBM,10.0.0.1,Normal,Permitido,2.4253
2026-05-13 17:08:04.500,LightGBM,10.0.0.1,Recon,Bloqueado,1.4746
2026-05-13 17:08:05.506,LightGBM,10.0.0.1,Spoofing,Bloqueado,2.235
2026-05-13 17:08:06.506,LightGBM,10.0.0.1,DoS-TCP,Bloqueado,2.0444
2026-05-13 17:08:07.508,LightGBM,10.0.0.1,Mirai-Botnet,Bloqueado,1.6483
2026-05-13 17:08:08.515,LightGBM,10.0.0.1,DoS-UDP/ICMP,Bloqueado,3.5015
2026-05-13 17:08:09.513,LightGBM,10.0.0.1,Spoofing,Bloqueado,2.1185
2026-05-13 17:08:10.514,LightGBM,10.0.0.1,Mirai-Botnet,Bloqueado,1.5317
2026-05-13 17:08:11.511,LightGBM,10.0.0.1,Recon,Bloqueado,1.2564
2026-05-13 17:08:12.516,LightGBM,10.0.0.1,DoS-TCP,Bloqueado,1.4989
2026-05-13 17:08:13.517,LightGBM,10.0.0.1,Spoofing,Bloqueado,1.7025
2026-05-13 17:08:14.519,LightGBM,10.0.0.1,Mirai-Botnet,Bloqueado,1.543
2026-05-13 17:08:15.517,LightGBM,10.0.0.1,Normal,Permitido,1.3135
2026-05-13 17:08:16.519,LightGBM,10.0.0.1,Recon,Bloqueado,1.8783
2026-05-13 17:08:17.524,LightGBM,10.0.0.1,DoS-TCP,Bloqueado,2.0408
2026-05-13 17:08:18.528,LightGBM,10.0.0.1,DDoS-UDP/ICMP,Bloqueado,2.4905
2026-05-13 17:08:19.523,LightGBM,10.0.0.1,Recon,Bloqueado,2.1314
2026-05-13 17:08:20.528,LightGBM,10.0.0.1,Mirai-Botnet,Bloqueado,2.9647
2026-05-13 17:08:21.531,LightGBM,10.0.0.1,DDoS-UDP/ICMP,Bloqueado,1.5461
2026-05-13 17:08:22.530,LightGBM,10.0.0.1,BruteForce,Bloqueado,2.2098
2026-05-13 17:08:23.534,LightGBM,10.0.0.1,DDoS-UDP/ICMP,Bloqueado,1.3899
2026-05-13 17:08:24.533,LightGBM,10.0.0.1,Recon,Bloqueado,4.736
2026-05-13 17:08:25.536,LightGBM,10.0.0.1,Spoofing,Bloqueado,2.706
2026-05-13 17:08:26.535,LightGBM,10.0.0.1,Recon,Bloqueado,2.2966
2026-05-13 17:08:27.536,LightGBM,10.0.0.1,Recon,Bloqueado,1.5367
2026-05-13 17:08:28.541,LightGBM,10.0.0.1,Recon,Bloqueado,3.5013
2026-05-13 17:08:29.547,LightGBM,10.0.0.1,DDoS-UDP/ICMP,Bloqueado,3.2531
2026-05-13 17:08:30.541,LightGBM,10.0.0.1,Normal,Permitido,1.8513
2026-05-13 17:08:31.545,LightGBM,10.0.0.1,Spoofing,Bloqueado,1.6189
2026-05-13 17:08:32.547,LightGBM,10.0.0.1,DDoS-TCP,Bloqueado,1.3337
2026-05-13 17:08:33.549,LightGBM,10.0.0.1,Spoofing,Bloqueado,2.3535
2026-05-13 17:08:34.552,LightGBM,10.0.0.1,Mirai-Botnet,Bloqueado,1.5484
2026-05-13 17:09:23.346,Multi-Layer_Perceptron,10.0.0.1,Recon,Bloqueado,2.5595
2026-05-13 17:09:24.347,Multi-Layer_Perceptron,10.0.0.1,Mirai-Botnet,Bloqueado,1.0795
2026-05-13 17:09:25.346,Multi-Layer_Perceptron,10.0.0.1,Recon,Bloqueado,1.0367
2026-05-13 17:09:26.353,Multi-Layer_Perceptron,10.0.0.1,DoS-UDP/ICMP,Bloqueado,1.2212
2026-05-13 17:09:27.354,Multi-Layer_Perceptron,10.0.0.1,DoS-UDP/ICMP,Bloqueado,1.4694
2026-05-13 17:09:28.354,Multi-Layer_Perceptron,10.0.0.1,DoS-TCP,Bloqueado,1.2679
2026-05-13 17:09:29.360,Multi-Layer_Perceptron,10.0.0.1,DDoS-UDP/ICMP,Bloqueado,2.1576
2026-05-13 17:09:30.352,Multi-Layer_Perceptron,10.0.0.1,Recon,Bloqueado,1.3386
2026-05-13 17:09:31.355,Multi-Layer_Perceptron,10.0.0.1,DoS-TCP,Bloqueado,1.1502
2026-05-13 17:09:32.360,Multi-Layer_Perceptron,10.0.0.1,BruteForce,Bloqueado,1.4859
2026-05-13 17:09:33.361,Multi-Layer_Perceptron,10.0.0.1,DDoS-TCP,Bloqueado,1.94
2026-05-13 17:09:34.362,Multi-Layer_Perceptron,10.0.0.1,DoS-TCP,Bloqueado,1.9533
2026-05-13 17:09:35.359,Multi-Layer_Perceptron,10.0.0.1,Outros,Bloqueado,1.5129
2026-05-13 17:09:36.362,Multi-Layer_Perceptron,10.0.0.1,DoS-TCP,Bloqueado,1.1361
2026-05-13 17:09:37.361,Multi-Layer_Perceptron,10.0.0.1,Outros,Bloqueado,1.1055
2026-05-13 17:09:38.362,Multi-Layer_Perceptron,10.0.0.1,Outros,Bloqueado,1.1742
2026-05-13 17:09:39.364,Multi-Layer_Perceptron,10.0.0.1,Recon,Bloqueado,1.5833
2026-05-13 17:09:40.367,Multi-Layer_Perceptron,10.0.0.1,Spoofing,Bloqueado,1.1475
2026-05-13 17:09:41.369,Multi-Layer_Perceptron,10.0.0.1,DDoS-TCP,Bloqueado,1.075
2026-05-13 17:09:42.369,Multi-Layer_Perceptron,10.0.0.1,DDoS-TCP,Bloqueado,1.0586
2026-05-13 17:09:43.370,Multi-Layer_Perceptron,10.0.0.1,Mirai-Botnet,Bloqueado,1.1913
2026-05-13 17:09:44.370,Multi-Layer_Perceptron,10.0.0.1,Recon,Bloqueado,1.7044
2026-05-13 17:09:45.379,Multi-Layer_Perceptron,10.0.0.1,DoS-UDP/ICMP,Bloqueado,1.2994
2026-05-13 17:09:46.378,Multi-Layer_Perceptron,10.0.0.1,DoS-UDP/ICMP,Bloqueado,1.0463
2026-05-13 17:09:47.374,Multi-Layer_Perceptron,10.0.0.1,Outros,Bloqueado,1.5386
2026-05-13 17:09:48.380,Multi-Layer_Perceptron,10.0.0.1,DDoS-TCP,Bloqueado,1.0468
2026-05-13 17:09:49.382,Multi-Layer_Perceptron,10.0.0.1,DoS-UDP/ICMP,Bloqueado,1.0481
2026-05-13 17:09:50.381,Multi-Layer_Perceptron,10.0.0.1,Spoofing,Bloqueado,1.2667
2026-05-13 17:09:51.384,Multi-Layer_Perceptron,10.0.0.1,BruteForce,Bloqueado,1.4928
2026-05-13 17:09:52.380,Multi-Layer_Perceptron,10.0.0.1,Outros,Bloqueado,0.9788
2026-05-13 17:09:53.385,Multi-Layer_Perceptron,10.0.0.1,DDoS-TCP,Bloqueado,0.9866
2026-05-13 17:09:54.391,Multi-Layer_Perceptron,10.0.0.1,DoS-UDP/ICMP,Bloqueado,1.1055
2026-05-13 17:09:55.386,Multi-Layer_Perceptron,10.0.0.1,Recon,Bloqueado,1.81
2026-05-13 17:09:56.392,Multi-Layer_Perceptron,10.0.0.1,DDoS-UDP/ICMP,Bloqueado,1.0767
2026-05-13 17:09:57.387,Multi-Layer_Perceptron,10.0.0.1,Outros,Bloqueado,1.2365
2026-05-13 17:09:58.389,Multi-Layer_Perceptron,10.0.0.1,Outros,Bloqueado,1.4908
2026-05-13 17:09:59.391,Multi-Layer_Perceptron,10.0.0.1,Outros,Bloqueado,1.6522
2026-05-13 17:10:00.394,Multi-Layer_Perceptron,10.0.0.1,Spoofing,Bloqueado,1.3124
2026-05-13 17:10:01.397,Multi-Layer_Perceptron,10.0.0.1,DoS-TCP,Bloqueado,1.3334
2026-05-13 17:10:02.396,Multi-Layer_Perceptron,10.0.0.1,DDoS-TCP,Bloqueado,1.0053
2026-05-13 17:10:03.402,Multi-Layer_Perceptron,10.0.0.1,DDoS-UDP/ICMP,Bloqueado,1.6768
2026-05-13 17:10:04.401,Multi-Layer_Perceptron,10.0.0.1,DDoS-TCP,Bloqueado,1.3026
2026-05-13 17:10:05.401,Multi-Layer_Perceptron,10.0.0.1,BruteForce,Bloqueado,1.4074
2026-05-13 17:10:06.403,Multi-Layer_Perceptron,10.0.0.1,Spoofing,Bloqueado,1.9644
2026-05-13 17:10:07.414,Multi-Layer_Perceptron,10.0.0.1,DDoS-UDP/ICMP,Bloqueado,3.1382
2026-05-13 17:10:08.410,Multi-Layer_Perceptron,10.0.0.1,DDoS-TCP,Bloqueado,2.2288
2026-05-13 17:10:09.407,Multi-Layer_Perceptron,10.0.0.1,Recon,Bloqueado,1.1325
2026-05-13 17:10:10.415,Multi-Layer_Perceptron,10.0.0.1,DoS-UDP/ICMP,Bloqueado,1.3072
2026-05-13 17:10:11.409,Multi-Layer_Perceptron,10.0.0.1,Outros,Bloqueado,1.4398
2026-05-13 17:10:12.415,Multi-Layer_Perceptron,10.0.0.1,DDoS-TCP,Bloqueado,1.6986
2026-05-13 17:10:13.417,Multi-Layer_Perceptron,10.0.0.1,DoS-UDP/ICMP,Bloqueado,1.302
2026-05-13 17:10:14.417,Multi-Layer_Perceptron,10.0.0.1,BruteForce,Bloqueado,1.3899
2026-05-13 17:10:15.419,Multi-Layer_Perceptron,10.0.0.1,DDoS-TCP,Bloqueado,1.0716
2026-05-13 17:10:16.420,Multi-Layer_Perceptron,10.0.0.1,DoS-TCP,Bloqueado,1.6118
2026-05-13 17:10:17.420,Multi-Layer_Perceptron,10.0.0.1,Spoofing,Bloqueado,1.633
2026-05-13 17:10:18.422,Multi-Layer_Perceptron,10.0.0.1,Spoofing,Bloqueado,1.4758
2026-05-13 17:10:19.423,Multi-Layer_Perceptron,10.0.0.1,Spoofing,Bloqueado,1.9823
2026-05-13 17:10:20.422,Multi-Layer_Perceptron,10.0.0.1,Outros,Bloqueado,1.5228
2026-05-13 17:10:21.428,Multi-Layer_Perceptron,10.0.0.1,DoS-TCP,Bloqueado,1.2901
2026-05-13 17:10:22.425,Multi-Layer_Perceptron,10.0.0.1,Recon,Bloqueado,1.5161
2026-05-13 17:10:23.430,Multi-Layer_Perceptron,10.0.0.1,Mirai-Botnet,Bloqueado,1.5952
2026-05-13 17:10:24.431,Multi-Layer_Perceptron,10.0.0.1,Spoofing,Bloqueado,1.281
2026-05-13 17:10:25.433,Multi-Layer_Perceptron,10.0.0.1,Mirai-Botnet,Bloqueado,1.0412
2026-05-13 17:10:26.443,Multi-Layer_Perceptron,10.0.0.1,DoS-UDP/ICMP,Bloqueado,2.1458
2026-05-13 17:10:27.437,Multi-Layer_Perceptron,10.0.0.1,Mirai-Botnet,Bloqueado,1.3886
2026-05-13 17:10:28.435,Multi-Layer_Perceptron,10.0.0.1,Outros,Bloqueado,1.4336
2026-05-13 17:10:29.442,Multi-Layer_Perceptron,10.0.0.1,DoS-UDP/ICMP,Bloqueado,1.1712
2026-05-13 17:10:30.438,Multi-Layer_Perceptron,10.0.0.1,Outros,Bloqueado,1.1174
2026-05-13 17:10:31.439,Multi-Layer_Perceptron,10.0.0.1,Outros,Bloqueado,1.3833
2026-05-13 17:10:32.440,Multi-Layer_Perceptron,10.0.0.1,Recon,Bloqueado,1.6435
2026-05-13 17:10:33.445,Multi-Layer_Perceptron,10.0.0.1,Spoofing,Bloqueado,1.3274
2026-05-13 17:10:34.447,Multi-Layer_Perceptron,10.0.0.1,DoS-TCP,Bloqueado,1.2574
2026-05-13 17:10:35.448,Multi-Layer_Perceptron,10.0.0.1,Mirai-Botnet,Bloqueado,1.7063
2026-05-13 17:10:36.454,Multi-Layer_Perceptron,10.0.0.1,DoS-UDP/ICMP,Bloqueado,2.4541
2026-05-13 17:10:37.450,Multi-Layer_Perceptron,10.0.0.1,Outros,Bloqueado,1.7386
2026-05-13 17:10:38.452,Multi-Layer_Perceptron,10.0.0.1,Mirai-Botnet,Bloqueado,0.9718
2026-05-13 17:10:39.451,Multi-Layer_Perceptron,10.0.0.1,Recon,Bloqueado,1.6094
2026-05-13 17:10:40.455,Multi-Layer_Perceptron,10.0.0.1,DoS-TCP,Bloqueado,1.4138
2026-05-13 17:10:41.458,Multi-Layer_Perceptron,10.0.0.1,Spoofing,Bloqueado,2.0646
2026-05-13 17:10:42.458,Multi-Layer_Perceptron,10.0.0.1,Mirai-Botnet,Bloqueado,2.31
2026-05-13 17:10:43.457,Multi-Layer_Perceptron,10.0.0.1,Outros,Bloqueado,2.1759
2026-05-13 17:10:44.459,Multi-Layer_Perceptron,10.0.0.1,Recon,Bloqueado,1.8374
2026-05-13 17:10:45.463,Multi-Layer_Perceptron,10.0.0.1,DDoS-TCP,Bloqueado,1.2088
2026-05-13 17:10:46.468,Multi-Layer_Perceptron,10.0.0.1,DDoS-UDP/ICMP,Bloqueado,1.0906
2026-05-13 17:10:47.463,Multi-Layer_Perceptron,10.0.0.1,Recon,Bloqueado,1.0939
2026-05-13 17:10:48.467,Multi-Layer_Perceptron,10.0.0.1,Mirai-Botnet,Bloqueado,1.379
2026-05-13 17:10:49.471,Multi-Layer_Perceptron,10.0.0.1,DDoS-UDP/ICMP,Bloqueado,1.4861
2026-05-13 17:10:50.470,Multi-Layer_Perceptron,10.0.0.1,BruteForce,Bloqueado,1.6478
2026-05-13 17:10:51.474,Multi-Layer_Perceptron,10.0.0.1,DDoS-UDP/ICMP,Bloqueado,1.0702
2026-05-13 17:10:52.469,Multi-Layer_Perceptron,10.0.0.1,Recon,Bloqueado,1.5644
2026-05-13 17:10:53.474,Multi-Layer_Perceptron,10.0.0.1,Spoofing,Bloqueado,1.8218
2026-05-13 17:10:54.472,Multi-Layer_Perceptron,10.0.0.1,Recon,Bloqueado,1.3659
2026-05-13 17:10:55.474,Multi-Layer_Perceptron,10.0.0.1,Outros,Bloqueado,1.3473
2026-05-13 17:10:56.475,Multi-Layer_Perceptron,10.0.0.1,Recon,Bloqueado,1.6232
2026-05-13 17:10:57.485,Multi-Layer_Perceptron,10.0.0.1,DDoS-UDP/ICMP,Bloqueado,1.838
2026-05-13 17:10:58.480,Multi-Layer_Perceptron,10.0.0.1,Outros,Bloqueado,2.2344
2026-05-13 17:10:59.484,Multi-Layer_Perceptron,10.0.0.1,Spoofing,Bloqueado,1.1731
2026-05-13 17:11:00.486,Multi-Layer_Perceptron,10.0.0.1,DDoS-TCP,Bloqueado,1.2443
2026-05-13 17:11:01.488,Multi-Layer_Perceptron,10.0.0.1,Spoofing,Bloqueado,1.004
2026-05-13 17:11:02.488,Multi-Layer_Perceptron,10.0.0.1,Mirai-Botnet,Bloqueado,1.1431
2026-05-13 17:12:06.540,Random Forest,10.0.0.1,Recon,Bloqueado,63.3407
2026-05-13 17:12:07.538,Random Forest,10.0.0.1,Mirai-Botnet,Bloqueado,17.8664
2026-05-13 17:12:08.489,Random Forest,10.0.0.1,Recon,Bloqueado,16.486
2026-05-13 17:12:09.501,Random Forest,10.0.0.1,DoS-UDP/ICMP,Bloqueado,13.1734
2026-05-13 17:12:10.554,Random Forest,10.0.0.1,DoS-UDP/ICMP,Bloqueado,56.46
2026-05-13 17:12:11.512,Random Forest,10.0.0.1,DDoS-TCP,Bloqueado,14.0297
2026-05-13 17:12:12.516,Random Forest,10.0.0.1,DDoS-UDP/ICMP,Bloqueado,13.8621
2026-05-13 17:12:13.509,Random Forest,10.0.0.1,Recon,Bloqueado,13.7639
2026-05-13 17:12:14.514,Random Forest,10.0.0.1,DDoS-TCP,Bloqueado,12.841
2026-05-13 17:12:15.518,Random Forest,10.0.0.1,BruteForce,Bloqueado,14.7948
2026-05-13 17:12:16.518,Random Forest,10.0.0.1,DoS-TCP,Bloqueado,14.0012
2026-05-13 17:12:17.520,Random Forest,10.0.0.1,DoS-TCP,Bloqueado,13.9594
2026-05-13 17:12:18.518,Random Forest,10.0.0.1,Outros,Bloqueado,14.7828
2026-05-13 17:12:19.524,Random Forest,10.0.0.1,DoS-TCP,Bloqueado,14.4921
2026-05-13 17:12:20.523,Random Forest,10.0.0.1,Spoofing,Bloqueado,13.2982
2026-05-13 17:12:21.526,Random Forest,10.0.0.1,Spoofing,Bloqueado,13.3407
2026-05-13 17:12:22.525,Random Forest,10.0.0.1,Recon,Bloqueado,14.0548
2026-05-13 17:12:23.526,Random Forest,10.0.0.1,Outros,Bloqueado,14.7651
2026-05-13 17:12:24.530,Random Forest,10.0.0.1,DDoS-TCP,Bloqueado,13.4963
2026-05-13 17:12:25.532,Random Forest,10.0.0.1,DoS-TCP,Bloqueado,13.5983
2026-05-13 17:12:26.533,Random Forest,10.0.0.1,Mirai-Botnet,Bloqueado,14.8599
2026-05-13 17:12:27.529,Random Forest,10.0.0.1,Recon,Bloqueado,13.6498
2026-05-13 17:12:28.537,Random Forest,10.0.0.1,DoS-UDP/ICMP,Bloqueado,12.8604
2026-05-13 17:12:29.540,Random Forest,10.0.0.1,DoS-UDP/ICMP,Bloqueado,14.1289
2026-05-13 17:12:30.547,Random Forest,10.0.0.1,Outros,Bloqueado,25.3589
2026-05-13 17:12:31.541,Random Forest,10.0.0.1,DDoS-TCP,Bloqueado,13.5851
2026-05-13 17:12:32.547,Random Forest,10.0.0.1,DoS-UDP/ICMP,Bloqueado,14.1362
2026-05-13 17:12:33.545,Random Forest,10.0.0.1,Spoofing,Bloqueado,14.0194
2026-05-13 17:12:34.550,Random Forest,10.0.0.1,BruteForce,Bloqueado,13.2861
2026-05-13 17:12:35.545,Random Forest,10.0.0.1,Outros,Bloqueado,14.488
2026-05-13 17:12:36.560,Random Forest,10.0.0.1,DDoS-TCP,Bloqueado,24.427
2026-05-13 17:12:37.555,Random Forest,10.0.0.1,DDoS-UDP/ICMP,Bloqueado,15.841
2026-05-13 17:12:38.548,Random Forest,10.0.0.1,Recon,Bloqueado,14.1472
2026-05-13 17:12:39.558,Random Forest,10.0.0.1,DDoS-UDP/ICMP,Bloqueado,13.5868
2026-05-13 17:12:40.551,Random Forest,10.0.0.1,Recon,Bloqueado,14.7455
2026-05-13 17:12:41.550,Random Forest,10.0.0.1,Outros,Bloqueado,13.0834
2026-05-13 17:12:42.553,Random Forest,10.0.0.1,Outros,Bloqueado,14.8856
2026-05-13 17:12:43.553,Random Forest,10.0.0.1,Outros,Bloqueado,12.9233
2026-05-13 17:12:44.558,Random Forest,10.0.0.1,DoS-TCP,Bloqueado,14.2664
2026-05-13 17:12:45.560,Random Forest,10.0.0.1,DDoS-TCP,Bloqueado,13.2741
2026-05-13 17:12:46.566,Random Forest,10.0.0.1,DDoS-UDP/ICMP,Bloqueado,14.4983
2026-05-13 17:12:47.565,Random Forest,10.0.0.1,DoS-TCP,Bloqueado,13.2626
2026-05-13 17:12:48.565,Random Forest,10.0.0.1,BruteForce,Bloqueado,13.1086
2026-05-13 17:12:49.567,Random Forest,10.0.0.1,Spoofing,Bloqueado,14.4995
2026-05-13 17:12:50.571,Random Forest,10.0.0.1,DDoS-UDP/ICMP,Bloqueado,13.8563
2026-05-13 17:12:51.570,Random Forest,10.0.0.1,DDoS-TCP,Bloqueado,13.5662
2026-05-13 17:12:52.579,Random Forest,10.0.0.1,Recon,Bloqueado,24.3977
2026-05-13 17:12:53.577,Random Forest,10.0.0.1,DDoS-UDP/ICMP,Bloqueado,14.3352
2026-05-13 17:12:54.572,Random Forest,10.0.0.1,Outros,Bloqueado,14.0149
2026-05-13 17:12:55.579,Random Forest,10.0.0.1,DDoS-TCP,Bloqueado,13.7308
2026-05-13 17:12:56.586,Random Forest,10.0.0.1,DoS-UDP/ICMP,Bloqueado,17.5167
2026-05-13 17:12:57.581,Random Forest,10.0.0.1,BruteForce,Bloqueado,14.1145
2026-05-13 17:12:58.588,Random Forest,10.0.0.1,DDoS-TCP,Bloqueado,17.879
2026-05-13 17:12:59.587,Random Forest,10.0.0.1,DoS-TCP,Bloqueado,15.4589
2026-05-13 17:13:00.583,Random Forest,10.0.0.1,Recon,Bloqueado,13.4122
2026-05-13 17:13:01.590,Random Forest,10.0.0.1,Outros,Bloqueado,16.7117
2026-05-13 17:13:02.590,Random Forest,10.0.0.1,Outros,Bloqueado,15.0727
2026-05-13 17:13:03.586,Random Forest,10.0.0.1,Outros,Bloqueado,13.0349
2026-05-13 17:13:04.608,Random Forest,10.0.0.1,DoS-TCP,Bloqueado,26.6604
2026-05-13 17:13:05.592,Random Forest,10.0.0.1,Recon,Bloqueado,15.8014
2026-05-13 17:13:06.599,Random Forest,10.0.0.1,Mirai-Botnet,Bloqueado,15.6531
2026-05-13 17:13:07.596,Random Forest,10.0.0.1,Spoofing,Bloqueado,13.2473
2026-05-13 17:13:08.601,Random Forest,10.0.0.1,Mirai-Botnet,Bloqueado,14.3855
2026-05-13 17:13:09.602,Random Forest,10.0.0.1,DoS-UDP/ICMP,Bloqueado,12.9608
2026-05-13 17:13:10.617,Random Forest,10.0.0.1,Mirai-Botnet,Bloqueado,25.9956
2026-05-13 17:13:11.607,Random Forest,10.0.0.1,Recon,Bloqueado,16.1585
2026-05-13 17:13:12.610,Random Forest,10.0.0.1,DoS-UDP/ICMP,Bloqueado,13.3754
2026-05-13 17:13:13.605,Random Forest,10.0.0.1,Outros,Bloqueado,13.8221
2026-05-13 17:13:14.617,Random Forest,10.0.0.1,Outros,Bloqueado,23.7354
2026-05-13 17:13:15.615,Random Forest,10.0.0.1,Recon,Bloqueado,16.6935
